epoch,binary_crossentropy,dice_coef,learning_rate,loss,precision,recall,val_binary_crossentropy,val_dice_coef,val_loss,val_precision,val_recall
10,0.40107429027557373,0.40057286620140076,0.0010000000474974513,1.1778357028961182,0.42235684394836426,0.8125870823860168,0.6101248264312744,0.1600629985332489,1.629790186882019,0.17791861295700073,0.8998624086380005
11,0.37874317169189453,0.4108479619026184,0.0010000000474974513,1.148097276687622,0.44929662346839905,0.8021586537361145,0.6339300870895386,0.1664772480726242,1.6277763843536377,0.1292368322610855,0.9729669690132141
12,0.36716926097869873,0.4309888184070587,0.0010000000474974513,1.135216236114502,0.48842477798461914,0.7913841605186462,0.6498399972915649,0.1716579794883728,1.6261391639709473,0.12016619741916656,0.9883148074150085
13,0.3691904544830322,0.41983526945114136,0.0010000000474974513,1.1235523223876953,0.45853978395462036,0.80206698179245,0.6753911375999451,0.17586027085781097,1.6346542835235596,0.117361880838871,0.9937902092933655
14,0.3639047145843506,0.41810083389282227,0.0010000000474974513,1.109013557434082,0.4539949893951416,0.8100846409797668,0.6792813539505005,0.1788167953491211,1.6309938430786133,0.11814899742603302,0.99239581823349
15,0.3551420271396637,0.43952473998069763,0.0010000000474974513,1.0916249752044678,0.48894158005714417,0.8076806664466858,0.6839733719825745,0.18153759837150574,1.6289026737213135,0.11909084767103195,0.989067792892456
16,0.35112303495407104,0.4391988515853882,0.0010000000474974513,1.083128809928894,0.4808877110481262,0.8103954792022705,0.6554600596427917,0.1820419728755951,1.6078907251358032,0.12270253151655197,0.973915159702301
17,0.3510596752166748,0.4337928593158722,0.0010000000474974513,1.0857877731323242,0.4722376763820648,0.8056702613830566,0.6533602476119995,0.1877322793006897,1.5905675888061523,0.12379134446382523,0.9723441004753113
18,0.3310433030128479,0.44049859046936035,0.0010000000474974513,1.0760045051574707,0.5122182965278625,0.7894326448440552,0.631264328956604,0.19211627542972565,1.5627456903457642,0.12842105329036713,0.9582047462463379
19,0.32356852293014526,0.45315706729888916,0.0010000000474974513,1.0482141971588135,0.5220467448234558,0.7991265058517456,0.6392993927001953,0.19694770872592926,1.555967926979065,0.13105721771717072,0.9543375372886658
20,0.3155236840248108,0.46097585558891296,0.0010000000474974513,1.030870795249939,0.5341010689735413,0.8037941455841064,0.7261670827865601,0.19927559792995453,1.616269588470459,0.12594899535179138,0.9692763686180115
21,0.3041730523109436,0.4960446357727051,0.0010000000474974513,1.0080642700195312,0.5806891918182373,0.8028649687767029,0.7820395231246948,0.2006552368402481,1.6597156524658203,0.12479346990585327,0.9675379991531372
22,0.3093198239803314,0.4704957604408264,0.0010000000474974513,1.004535436630249,0.5298040509223938,0.8174306750297546,0.7370343804359436,0.2026335597038269,1.6211156845092773,0.12748229503631592,0.947551429271698
23,0.3072167634963989,0.48018258810043335,0.0010000000474974513,1.015851378440857,0.5406604409217834,0.8017492890357971,0.6260583996772766,0.203095480799675,1.5359656810760498,0.13513219356536865,0.9101625084877014
24,0.3269018828868866,0.46719446778297424,0.0010000000474974513,1.0252739191055298,0.49196356534957886,0.8233852386474609,0.5977749824523926,0.20313626527786255,1.5143488645553589,0.14197592437267303,0.8982077240943909
25,0.30002522468566895,0.4738510847091675,0.0010000000474974513,0.9767532348632812,0.5200487375259399,0.8297905921936035,0.5905411243438721,0.20316879451274872,1.5098884105682373,0.144691601395607,0.8873034119606018
26,0.31225383281707764,0.4664182662963867,0.0010000000474974513,1.004567265510559,0.4999544620513916,0.8229451775550842,0.6085560917854309,0.19852405786514282,1.5376102924346924,0.13870812952518463,0.8734335899353027
27,0.2965603172779083,0.49665001034736633,0.0010000000474974513,0.9923511743545532,0.5597353577613831,0.8049172163009644,0.6542096138000488,0.1924983561038971,1.5902519226074219,0.12997618317604065,0.8738147616386414
28,0.2808563709259033,0.5021555423736572,0.0010000000474974513,0.9671788215637207,0.5800516605377197,0.8022037744522095,0.7374159693717957,0.19559602439403534,1.6471312046051025,0.12573444843292236,0.8991652131080627
29,0.2770659923553467,0.5142370462417603,0.0010000000474974513,0.9571763277053833,0.5863934755325317,0.8058519959449768,0.7248785495758057,0.1971971094608307,1.63323175907135,0.12848399579524994,0.8897575736045837
30,0.26950007677078247,0.5089657306671143,0.0010000000474974513,0.9251527786254883,0.5727198123931885,0.8254064321517944,0.6231266260147095,0.20076975226402283,1.5465912818908691,0.14366623759269714,0.849384605884552
31,0.27673161029815674,0.4948880076408386,0.0010000000474974513,0.9460872411727905,0.5497585535049438,0.8190596103668213,0.510000467300415,0.2058260440826416,1.4598047733306885,0.23171623051166534,0.7432789206504822
32,0.285198837518692,0.5061130523681641,0.0010000000474974513,0.959925651550293,0.5510996580123901,0.815121054649353,0.4690452814102173,0.20771460235118866,1.4337146282196045,0.3237146735191345,0.6640947461128235
33,0.28335097432136536,0.5150484442710876,0.0010000000474974513,0.9506169557571411,0.5585746765136719,0.8178285360336304,0.44067463278770447,0.20651282370090485,1.4222930669784546,0.3981088101863861,0.5941137075424194
34,0.2708396911621094,0.49155473709106445,0.0010000000474974513,0.9477514624595642,0.551214873790741,0.8079232573509216,0.45460957288742065,0.2149028331041336,1.4024455547332764,0.39323151111602783,0.6835235953330994
35,0.26272809505462646,0.5016971826553345,0.0010000000474974513,0.9485077261924744,0.5713223218917847,0.7958616018295288,0.4661574065685272,0.21871286630630493,1.3956718444824219,0.4051579236984253,0.7379522323608398
36,0.255527526140213,0.5278352499008179,0.0010000000474974513,0.9124261140823364,0.5970637202262878,0.8125850558280945,0.4636158347129822,0.21862047910690308,1.395613193511963,0.3961832821369171,0.7250678539276123
37,0.27356845140457153,0.48042377829551697,0.0010000000474974513,0.9433526992797852,0.5182097554206848,0.821692168712616,0.46868228912353516,0.21892961859703064,1.399233102798462,0.3571908175945282,0.7270293235778809
38,0.2585822641849518,0.5244612693786621,0.0010000000474974513,0.9100881814956665,0.5753843188285828,0.8202835917472839,0.4582870304584503,0.21255478262901306,1.41434645652771,0.35274970531463623,0.6568623781204224
39,0.25832679867744446,0.5156481266021729,0.0010000000474974513,0.915350615978241,0.5653550624847412,0.8159838914871216,0.4619815945625305,0.20662879943847656,1.4347572326660156,0.3251616656780243,0.6216859221458435
40,0.2574908435344696,0.5329116582870483,0.0010000000474974513,0.8971632719039917,0.5734793543815613,0.8260555267333984,0.4484272003173828,0.20538774132728577,1.432523488998413,0.35458827018737793,0.5782545804977417
41,0.2524319887161255,0.5406590104103088,0.0010000000474974513,0.9000695943832397,0.5908508896827698,0.8173800110816956,0.43072664737701416,0.20924249291419983,1.4149492979049683,0.3965858519077301,0.5533038377761841
42,0.24304483830928802,0.5580009818077087,0.0010000000474974513,0.8869374990463257,0.622196614742279,0.8111152648925781,0.4032334089279175,0.21476083993911743,1.39031183719635,0.47946229577064514,0.5003439784049988
43,0.2570846974849701,0.5347145795822144,0.0010000000474974513,0.9134150147438049,0.5767942070960999,0.8122318387031555,0.3826894164085388,0.22908444702625275,1.3470698595046997,0.501068651676178,0.5404844880104065
44,0.2520718276500702,0.5248535871505737,0.0010000000474974513,0.9083513021469116,0.5623471736907959,0.8105664253234863,0.35897570848464966,0.23930290341377258,1.3154460191726685,0.5296754837036133,0.5436545014381409
45,0.24974817037582397,0.5338020324707031,0.0010000000474974513,0.8862683773040771,0.5621524453163147,0.8288996815681458,0.3331506848335266,0.2411394566297531,1.3086267709732056,0.5638663172721863,0.4790651798248291
46,0.25850817561149597,0.5254881381988525,0.0010000000474974513,0.8878401517868042,0.5406936407089233,0.8425495028495789,0.30787625908851624,0.24168938398361206,1.3092501163482666,0.584536075592041,0.4017123281955719
47,0.2488665133714676,0.5442886352539062,0.0010000000474974513,0.8919404149055481,0.5807538628578186,0.8217562437057495,0.30655819177627563,0.24005064368247986,1.3161191940307617,0.5802615880966187,0.385165274143219
48,0.24550478160381317,0.5407742261886597,0.0010000000474974513,0.8790957927703857,0.5730698108673096,0.8259132504463196,0.31809258460998535,0.24575397372245789,1.3004302978515625,0.5788664221763611,0.45848360657691956
49,0.23242831230163574,0.5623401403427124,0.0010000000474974513,0.8462104201316833,0.6090060472488403,0.8293920159339905,0.32284730672836304,0.2433421015739441,1.3104872703552246,0.5512946844100952,0.46333616971969604
50,0.24618959426879883,0.5274732708930969,0.0010000000474974513,0.8818460702896118,0.5530926585197449,0.8242928385734558,0.3173757791519165,0.24054446816444397,1.3216221332550049,0.5446494817733765,0.4368051290512085
51,0.2256244421005249,0.5701438188552856,0.0010000000474974513,0.8436886072158813,0.6203669309616089,0.8219630718231201,0.31378698348999023,0.23268365859985352,1.3464245796203613,0.5467038154602051,0.3827669024467468
52,0.23209187388420105,0.5449281930923462,0.0010000000474974513,0.8528314828872681,0.5848627090454102,0.8270748853683472,0.32359400391578674,0.22515954077243805,1.3707671165466309,0.5226668119430542,0.3670843839645386
53,0.2373032569885254,0.5254813432693481,0.0010000000474974513,0.8864837288856506,0.5619661211967468,0.8073745369911194,0.344247043132782,0.22281856834888458,1.3840336799621582,0.45077741146087646,0.40238165855407715
54,0.22462409734725952,0.5699481964111328,0.0010000000474974513,0.8513575792312622,0.6210085153579712,0.8150217533111572,0.33792293071746826,0.22975942492485046,1.36464262008667,0.438586562871933,0.42495259642601013
55,0.20900161564350128,0.5891215205192566,0.0010000000474974513,0.8232556581497192,0.6608161926269531,0.8110306262969971,0.2908797562122345,0.22906075417995453,1.368269681930542,0.5677170753479004,0.3110010027885437
56,0.2159501314163208,0.5745546817779541,0.0010000000474974513,0.8308178782463074,0.627327024936676,0.8180243372917175,0.2567855715751648,0.23395667970180511,1.3694767951965332,0.6024702787399292,0.25710222125053406
57,0.23860082030296326,0.5603477358818054,0.0010000000474974513,0.8547223806381226,0.5814996957778931,0.8280066847801208,0.23777370154857635,0.25145262479782104,1.3351061344146729,0.6613372564315796,0.2768564224243164
58,0.2344990223646164,0.5487063527107239,0.0010000000474974513,0.862321138381958,0.5767505764961243,0.8218013048171997,0.2341717779636383,0.2752964496612549,1.2797298431396484,0.6783308386802673,0.3557245433330536
59,0.2321125566959381,0.5591692924499512,0.0010000000474974513,0.8527400493621826,0.5814002752304077,0.8247232437133789,0.2374129742383957,0.2863425016403198,1.25862455368042,0.642253577709198,0.4084148406982422
60,0.2222193479537964,0.5705646276473999,0.0010000000474974513,0.8327749967575073,0.6045518517494202,0.8277994990348816,0.23968103528022766,0.2741602659225464,1.3003523349761963,0.6404543519020081,0.3658387064933777
61,0.21186280250549316,0.5976420640945435,0.0010000000474974513,0.7965325117111206,0.6346369385719299,0.8385145664215088,0.24140894412994385,0.26200300455093384,1.339598298072815,0.6309345364570618,0.32429441809654236
62,0.2192692905664444,0.5715619921684265,0.0010000000474974513,0.8181065917015076,0.5966181755065918,0.833267331123352,0.2456154227256775,0.2553557753562927,1.354912281036377,0.6291584968566895,0.31539806723594666
63,0.23276109993457794,0.5658714771270752,0.0010000000474974513,0.842985212802887,0.5778019428253174,0.8315503001213074,0.24719691276550293,0.2692035138607025,1.3072471618652344,0.6245504021644592,0.37128621339797974
64,0.2182878851890564,0.5897757411003113,0.0010000000474974513,0.8244178891181946,0.6213329434394836,0.8224307298660278,0.24531614780426025,0.2897018492221832,1.2470829486846924,0.6127049326896667,0.44571077823638916
65,0.21047089993953705,0.585883617401123,0.0010000000474974513,0.8181873559951782,0.6275059580802917,0.821166455745697,0.23759077489376068,0.29463231563568115,1.238722562789917,0.6414845585823059,0.4391198456287384
66,0.21240690350532532,0.5896681547164917,0.0010000000474974513,0.8029821515083313,0.6192425489425659,0.8303324580192566,0.23346032202243805,0.28191542625427246,1.2801270484924316,0.6760640144348145,0.3805358409881592
67,0.21215052902698517,0.5866967439651489,0.0010000000474974513,0.7949205636978149,0.6084877252578735,0.8392394781112671,0.23070639371871948,0.26944196224212646,1.3166881799697876,0.7066775560379028,0.3289796710014343
68,0.21664220094680786,0.5983796715736389,0.0010000000474974513,0.8175622820854187,0.6282027959823608,0.8232404589653015,0.22673887014389038,0.2608029544353485,1.341648817062378,0.730830192565918,0.28715652227401733
69,0.21195179224014282,0.5908814668655396,0.0010000000474974513,0.8068950772285461,0.6171888709068298,0.8279690742492676,0.22462010383605957,0.2684362232685089,1.326751470565796,0.7217391133308411,0.3032294511795044
70,0.2151508778333664,0.5854513645172119,0.0010000000474974513,0.8221598863601685,0.6175920367240906,0.8233684301376343,0.22425201535224915,0.28440427780151367,1.2918298244476318,0.6859048008918762,0.3499981462955475
71,0.21182706952095032,0.6032150387763977,0.0010000000474974513,0.7951372861862183,0.621479332447052,0.8350198268890381,0.23036664724349976,0.29102563858032227,1.282918930053711,0.6301702857017517,0.3808425962924957
72,0.21894213557243347,0.5752631425857544,0.0010000000474974513,0.8036000728607178,0.5804088711738586,0.8440451622009277,0.22864297032356262,0.29756709933280945,1.2772077322006226,0.6231275796890259,0.3878704607486725
73,0.2025810182094574,0.6147688031196594,0.0010000000474974513,0.7875803709030151,0.6506269574165344,0.8317257165908813,0.2199765145778656,0.30406540632247925,1.2710424661636353,0.6388950347900391,0.37689176201820374
74,0.2123626470565796,0.6029701828956604,0.0010000000474974513,0.7996032238006592,0.6218515634536743,0.8319960236549377,0.21602904796600342,0.30317485332489014,1.2669463157653809,0.660697340965271,0.3686926066875458
75,0.2048902064561844,0.6090538501739502,0.0010000000474974513,0.7857200503349304,0.6342999339103699,0.8316375017166138,0.21129664778709412,0.2963070571422577,1.282679557800293,0.703794002532959,0.34074851870536804
76,0.2189267873764038,0.5690053701400757,0.0005000000237487257,0.8474120497703552,0.5929272770881653,0.8116928339004517,0.20912785828113556,0.296853244304657,1.2820334434509277,0.7125211954116821,0.33570075035095215
77,0.20764437317848206,0.6105080246925354,0.0005000000237487257,0.7834826707839966,0.6269158720970154,0.8361362814903259,0.21126818656921387,0.29910653829574585,1.2788100242614746,0.6863614916801453,0.3422172963619232
78,0.2087988406419754,0.6172244548797607,0.0005000000237487257,0.7866925001144409,0.6362576484680176,0.8354472517967224,0.2140657901763916,0.3037247657775879,1.273884654045105,0.6550756096839905,0.3556780517101288
79,0.2134963721036911,0.6090207099914551,0.0005000000237487257,0.7745574712753296,0.6105119585990906,0.8527951836585999,0.21407906711101532,0.3139495253562927,1.2529963254928589,0.6397790312767029,0.37898337841033936
80,0.20910018682479858,0.6062772274017334,0.0005000000237487257,0.788788378238678,0.6184028387069702,0.8336566090583801,0.20753879845142365,0.33372703194618225,1.2058970928192139,0.6443567872047424,0.41598185896873474
81,0.21313640475273132,0.6067184209823608,0.0005000000237487257,0.7976655960083008,0.6166983246803284,0.8335749506950378,0.1981511414051056,0.35800862312316895,1.1461896896362305,0.6607679128646851,0.4620068371295929
82,0.20304951071739197,0.6171660423278809,0.0005000000237487257,0.7693843245506287,0.632369339466095,0.8381728529930115,0.191789448261261,0.3750855624675751,1.1065089702606201,0.6676885485649109,0.4960305690765381
83,0.2030775547027588,0.6030160784721375,0.0005000000237487257,0.7868785262107849,0.6209625005722046,0.8256374001502991,0.18955279886722565,0.3774382770061493,1.1058642864227295,0.6698816418647766,0.49715539813041687
84,0.20111334323883057,0.6210627555847168,0.0005000000237487257,0.7586086988449097,0.6360165476799011,0.8421949744224548,0.1894521862268448,0.37294822931289673,1.1191444396972656,0.672960102558136,0.4850890636444092
85,0.20626436173915863,0.6198796033859253,0.0005000000237487257,0.7761342525482178,0.629793107509613,0.8387207984924316,0.19116178154945374,0.3664955496788025,1.1314496994018555,0.6775274276733398,0.47746625542640686
86,0.1982726752758026,0.6245208382606506,0.0005000000237487257,0.75249183177948,0.6423802971839905,0.8438669443130493,0.18783751130104065,0.3736504316329956,1.1123361587524414,0.6949203014373779,0.4966162145137787
87,0.20906400680541992,0.6206368207931519,0.0005000000237487257,0.79294753074646,0.6352748274803162,0.8315671682357788,0.18644428253173828,0.38344821333885193,1.0863940715789795,0.6935875415802002,0.5258710384368896
88,0.20009875297546387,0.6291899681091309,0.0005000000237487257,0.77182936668396,0.6509429216384888,0.8353034257888794,0.18239623308181763,0.39903151988983154,1.0445640087127686,0.697315514087677,0.5657699108123779
89,0.20506632328033447,0.6102579832077026,0.0005000000237487257,0.7808136940002441,0.6243969202041626,0.8325344324111938,0.17809933423995972,0.4120631814002991,1.0155916213989258,0.699125349521637,0.5900048613548279
90,0.20536720752716064,0.6112383604049683,0.0005000000237487257,0.7754237651824951,0.6208281517028809,0.8372370600700378,0.17749056220054626,0.4148419201374054,1.0136170387268066,0.6993746161460876,0.5925426483154297
91,0.19764837622642517,0.6147761344909668,0.0005000000237487257,0.7576847076416016,0.6296464800834656,0.8417422771453857,0.18366104364395142,0.39836400747299194,1.0622055530548096,0.6984201073646545,0.5564272999763489
92,0.21272580325603485,0.6153205633163452,0.0005000000237487257,0.8017756938934326,0.6243239641189575,0.827685534954071,0.18775135278701782,0.3876085877418518,1.097344994544983,0.6915131211280823,0.5290038585662842
93,0.20686282217502594,0.6240791082382202,0.0005000000237487257,0.7762935161590576,0.6332724690437317,0.8390723466873169,0.19156941771507263,0.37657421827316284,1.1328375339508057,0.6843705177307129,0.5022589564323425
94,0.19606004655361176,0.6267704963684082,0.0005000000237487257,0.7460750341415405,0.6426786780357361,0.8484287261962891,0.19145198166370392,0.3715067505836487,1.1576666831970215,0.6881784796714783,0.4802829623222351
95,0.20538999140262604,0.608102560043335,0.0005000000237487257,0.7714501023292542,0.6097739338874817,0.845698356628418,0.1825716197490692,0.38939645886421204,1.1202245950698853,0.7003128528594971,0.4994608163833618
96,0.19424495100975037,0.6362097859382629,0.0005000000237487257,0.7447410821914673,0.6540173292160034,0.8476921916007996,0.17518506944179535,0.4080681800842285,1.0887643098831177,0.6975772976875305,0.5123080611228943
97,0.20080634951591492,0.6140178442001343,0.0005000000237487257,0.7456358671188354,0.6151741147041321,0.8570241332054138,0.17038249969482422,0.4251585602760315,1.0577645301818848,0.6909550428390503,0.5289108753204346
98,0.20162761211395264,0.6088714003562927,0.0005000000237487257,0.7632099390029907,0.6150086522102356,0.8428044319152832,0.1701241135597229,0.4376447796821594,1.0340068340301514,0.6771480441093445,0.5501245856285095
99,0.19631263613700867,0.614311158657074,0.0005000000237487257,0.7578834891319275,0.6297776103019714,0.8396962285041809,0.1679331213235855,0.44924700260162354,1.01039719581604,0.6722760200500488,0.566346287727356
100,0.20264416933059692,0.6296412944793701,0.0005000000237487257,0.7653447389602661,0.6404880285263062,0.8396402597427368,0.1667507290840149,0.45625483989715576,0.9927706122398376,0.669004499912262,0.5799278616905212
101,0.19507265090942383,0.6327462196350098,0.0005000000237487257,0.7500325441360474,0.6483691334724426,0.8387584090232849,0.1669994443655014,0.45639023184776306,0.9918304681777954,0.6704352498054504,0.5837857723236084
102,0.19573697447776794,0.614730954170227,0.0005000000237487257,0.7656593322753906,0.633621871471405,0.8269973397254944,0.16930094361305237,0.45246902108192444,0.9996691942214966,0.6721548438072205,0.5829212069511414
103,0.20025795698165894,0.6306123733520508,0.0005000000237487257,0.761374294757843,0.6427001357078552,0.8352099657058716,0.1715923398733139,0.4448164999485016,1.0223586559295654,0.6803994178771973,0.5682054758071899
104,0.19790306687355042,0.6377560496330261,0.0005000000237487257,0.7599477767944336,0.6518741250038147,0.8334113359451294,0.17437328398227692,0.4336692988872528,1.0522209405899048,0.6892940998077393,0.5495668053627014
105,0.19860826432704926,0.6051095724105835,0.0005000000237487257,0.7570482492446899,0.6085086464881897,0.8442186713218689,0.17234238982200623,0.42859378457069397,1.0710490942001343,0.7119178771972656,0.5306492447853088
106,0.19148783385753632,0.6429951190948486,0.0005000000237487257,0.7326922416687012,0.6562312841415405,0.8464944362640381,0.17004074156284332,0.4268230199813843,1.0824124813079834,0.7344947457313538,0.5177555680274963
107,0.21095189452171326,0.5888404846191406,0.0005000000237487257,0.7863052487373352,0.5826442837715149,0.8404256105422974,0.1680585891008377,0.4312138855457306,1.0723955631256104,0.7417938113212585,0.5243557691574097
108,0.19561025500297546,0.6367104649543762,0.0005000000237487257,0.7541699409484863,0.651080310344696,0.8353239893913269,0.16182047128677368,0.44951239228248596,1.033963680267334,0.7435654401779175,0.5475960373878479
109,0.1985870599746704,0.6120736598968506,0.0005000000237487257,0.7565165758132935,0.6172243356704712,0.8419934511184692,0.1587473750114441,0.4667855501174927,0.9890698194503784,0.7301873564720154,0.5828561186790466
110,0.1895003467798233,0.6354515552520752,0.0005000000237487257,0.7348008155822754,0.6514058113098145,0.8418775796890259,0.1582823097705841,0.482502818107605,0.9427165985107422,0.7076626420021057,0.6249116659164429
111,0.20264479517936707,0.6203163266181946,0.0005000000237487257,0.7701025009155273,0.6251749992370605,0.8334881663322449,0.16580000519752502,0.47727760672569275,0.9458009004592896,0.683717668056488,0.6400271654129028
112,0.1902879923582077,0.6247225999832153,0.0005000000237487257,0.7334020137786865,0.6342997550964355,0.8445414304733276,0.16926631331443787,0.4763920307159424,0.9488844871520996,0.6684781312942505,0.6426393389701843
113,0.1932809203863144,0.6325762867927551,0.0005000000237487257,0.746091365814209,0.6445340514183044,0.8400423526763916,0.1706106960773468,0.47431284189224243,0.9601092338562012,0.6657252311706543,0.635462760925293
114,0.19921016693115234,0.6228573322296143,0.0005000000237487257,0.7456557154655457,0.6225170493125916,0.8492862582206726,0.16808722913265228,0.4815914034843445,0.9537630081176758,0.6637214422225952,0.6340683698654175
115,0.19597819447517395,0.6235865354537964,0.0005000000237487257,0.7707784175872803,0.6348881721496582,0.8272618651390076,0.15680687129497528,0.49717897176742554,0.933175802230835,0.6892740726470947,0.6273193955421448
116,0.18818733096122742,0.6317639350891113,0.0005000000237487257,0.7359579801559448,0.6477503180503845,0.8444247841835022,0.1464027762413025,0.5109106302261353,0.9101194143295288,0.7218648791313171,0.6249581575393677
117,0.18344485759735107,0.6460325717926025,0.0005000000237487257,0.7361749410629272,0.6689402461051941,0.8305334448814392,0.1394578516483307,0.5205937027931213,0.895659327507019,0.7500448226928711,0.6223087906837463
118,0.18921199440956116,0.6348797678947449,0.0005000000237487257,0.7332669496536255,0.6450976729393005,0.8414106965065002,0.13773372769355774,0.5249485969543457,0.8899400234222412,0.756652295589447,0.6241122484207153
119,0.2063986361026764,0.6111948490142822,0.0005000000237487257,0.7724955677986145,0.605569064617157,0.837660551071167,0.14038234949111938,0.5253162384033203,0.8904684782028198,0.7375021576881409,0.6297549605369568
120,0.19105839729309082,0.6333966255187988,0.0005000000237487257,0.7351651787757874,0.6401167511940002,0.8434135913848877,0.1470745950937271,0.5175918936729431,0.9060026407241821,0.7123184204101562,0.6303870677947998
121,0.19692301750183105,0.6272839307785034,0.0005000000237487257,0.7586784958839417,0.6311634182929993,0.8325958847999573,0.15225274860858917,0.5108481049537659,0.9179157614707947,0.7008512020111084,0.6322463154792786
122,0.1859300136566162,0.6455260515213013,0.0005000000237487257,0.7220466136932373,0.6562138199806213,0.8447611927986145,0.1530936360359192,0.5106942057609558,0.9185248613357544,0.701693058013916,0.6345517635345459
123,0.18303868174552917,0.647851824760437,0.0005000000237487257,0.7155152559280396,0.6630216836929321,0.8485091328620911,0.14865045249462128,0.5207599997520447,0.8915361166000366,0.7092821598052979,0.65003901720047
124,0.18995678424835205,0.6260029077529907,0.0005000000237487257,0.727976381778717,0.628123939037323,0.8514071702957153,0.14573249220848083,0.5273094177246094,0.8775445222854614,0.713476836681366,0.6571598649024963
125,0.19574907422065735,0.6284627914428711,0.0005000000237487257,0.7476357221603394,0.6268768310546875,0.8419032096862793,0.14372995495796204,0.5268886089324951,0.8823617696762085,0.7274089455604553,0.6497601866722107
126,0.19422519207000732,0.6142340898513794,0.0005000000237487257,0.7587898969650269,0.6165714859962463,0.8338426351547241,0.14375366270542145,0.5223289132118225,0.9008112549781799,0.7406606674194336,0.633650004863739
127,0.20311251282691956,0.6109858751296997,0.0005000000237487257,0.7632701992988586,0.6009196639060974,0.8416928052902222,0.1452634036540985,0.5157615542411804,0.9173300266265869,0.7442718148231506,0.6229501962661743
128,0.19445359706878662,0.6385736465454102,0.0005000000237487257,0.7470536828041077,0.6425220370292664,0.837925136089325,0.143843412399292,0.5161178708076477,0.9180331826210022,0.7473053336143494,0.6180976629257202
129,0.18063151836395264,0.6588287949562073,0.0005000000237487257,0.7211119532585144,0.682809054851532,0.8364485502243042,0.14467939734458923,0.5138631463050842,0.9148698449134827,0.7433449625968933,0.6253393292427063
130,0.18660065531730652,0.6385053396224976,0.0005000000237487257,0.7413346767425537,0.6512684226036072,0.8334953188896179,0.14338140189647675,0.5178017020225525,0.8925517797470093,0.7447792291641235,0.6468318700790405
131,0.18197420239448547,0.6631834506988525,0.0005000000237487257,0.7083327770233154,0.6759770512580872,0.846192479133606,0.14778001606464386,0.5124076008796692,0.8844881653785706,0.7361422181129456,0.6694957613945007
132,0.1853257715702057,0.6511763334274292,0.0005000000237487257,0.7149257659912109,0.6574357151985168,0.8496575951576233,0.1452978253364563,0.5281727313995361,0.8391969799995422,0.7183952927589417,0.703649640083313
133,0.1843767911195755,0.6570389270782471,0.0005000000237487257,0.7218959331512451,0.6710107326507568,0.8430562019348145,0.14968226850032806,0.5301198959350586,0.8239584565162659,0.6971810460090637,0.7295020818710327
134,0.1947609782218933,0.6317718625068665,0.0005000000237487257,0.7450116276741028,0.6327016353607178,0.8438758254051208,0.16187089681625366,0.5152391195297241,0.8438507318496704,0.6567889451980591,0.7423586249351501
135,0.18778467178344727,0.6446800231933594,0.0005000000237487257,0.7156491279602051,0.6449183225631714,0.8568828105926514,0.19039608538150787,0.4792472720146179,0.9101555347442627,0.5983258485794067,0.7442085146903992
136,0.20532691478729248,0.6106449365615845,0.0005000000237487257,0.7581086158752441,0.5902541279792786,0.854305624961853,0.1806940734386444,0.502088725566864,0.8811732530593872,0.6036134958267212,0.7394675016403198
